;Sigla da Matéria Legislativa;Ano da propositura;Número da propositura;Ano da propositura.1;Ementa (texto em linha única);Ind. Destinatário;Ind. Motivo;Ind. Endereco;Ind. Adm.Regional;Ind. Bairro;Nome;Partido (último);Latitude;Longitude
69;IND;;1584;1991;SRA. PREFEITA REGULARIZAÇÃO MECÂNICA DA TRAV.SANTA CRUZ DO RIO PARDO, BAIRRO AMERICANÓPOLIS, AR-SANTO AMARO.;;AMERICANOPOLISNIVELAMENTO DE RUA;SANTA CRUZ DO RIO PARDO, TR.;;;ARMELINDO PASSONI;PARTIDO DOS TRABALHADORES;-23.68051;-46.64394
70;IND;;1585;1991;SRA. PREFEITA OFICIALIZAÇÃO DA TRAV.STA.CRUZ DO RIO PARDO,BAIRRO AMERICANÓPOLIS, AR-SANTO AMARO.;;OFICIALIZACAO DE LOGRADOUROAMERICANOPOLIS;SANTA CRUZ DO RIO PARDO, TR.;;;ARMELINDO PASSONI;PARTIDO DOS TRABALHADORES;-23.68051;-46.64394
71;IND;;1586;1991;SRA. PREFEITA ARRUAMENTO DAS RUAS: JOSÉ MAURO MENDONÇA, IRENE GARCIA FERRÃO E AUGUSTO GONZAGA, PARQUE DOROTÉIA, AR-SANTO AMARO;;ARRUAMENTO;IRENE GARCIA FERRAO, R.AUGUSTO GONZAGA, DR., R.JOSE MAURO MENDONCA, R.;;PARQUE DOROTEIA;ARMELINDO PASSONI;PARTIDO DOS TRABALHADORES;None;None
72;IND;;1587;1991;SRA. PREFEITA PROLONGAMENTO DA VIELA DOIS, BAIRRO SONHO AZUL, ATÉ R.ANA MARIA, AR-CAMPO LIMPO.;;PROLONGAMENTO DE RUA;DOIS, VL. (CHACARA SONHO AZUL);;CHACARA SONHO AZUL;ARMELINDO PASSONI;PARTIDO DOS TRABALHADORES;None;None
73;IND;;1588;1991;SRA. PREFEITA CANALIZAÇÃO DO CÓRREGO DA CHÁCARA SONHO AZUL,BAIR RO SONHO AZUL, AR-CAMPO LIMPO.;;CANALIZACAO DE CORREGOCORREGO DA CHACARA SONHO AZUL;;AR-CL;CHACARA SONHO AZUL;ARMELINDO PASSONI;PARTIDO DOS TRABALHADORES;;
74;IND;;1589;1991;SRA. PREFEITA RECAPEAMENTO ASFÁLTICO DA R.DR.DJALMA PINHEIRO FRANCO, BAIRRO V.STA.CATARINA, AR-VILA MARIANA.;;PAVIMENTACAO;DJALMA PINHEIRO FRANCO, DR., R.;;VILA SANTA CATARINA;ARMELINDO PASSONI;PARTIDO DOS TRABALHADORES;-23.65137;-46.6648799
75;IND;;1590;1991;SRA. PREFEITA ASFALTAMENTO DA R.INDRE, JD.DULCE, AR-CAMPO LIMPO;;PAVIMENTACAO;INDRE, R.;;JARDIM DULCE;ARMELINDO PASSONI;PARTIDO DOS TRABALHADORES;-23.68131;-46.74562
76;IND;;1591;1991;SRA. PREFEITA PAVIMENTAÇÃO DA VIELA DOIS, R.TRES E R.CINCO,BAIR RO SONHO AZUL, AR-CAMPO LIMPO.;;PAVIMENTACAO;TRES, R. (CHACARA SONHO AZUL)DOIS, VL. (CHACARA SONHO AZUL)CINCO, R. (CHACARA SONHO AZUL);;CHACARA SONHO AZUL;ARMELINDO PASSONI;PARTIDO DOS TRABALHADORES;None;None
77;IND;;1592;1991;SRA. PREFEITA OFICIALIZAÇÃO DAS R.DO BAIRRO CHÁCARA SONHO AZUL, AR-CAMPO LIMPO.;;OFICIALIZACAO DE LOGRADOURO;;;CHACARA SONHO AZUL;ARMELINDO PASSONI;PARTIDO DOS TRABALHADORES;;
78;IND;;1593;1991;SRA. PREFEITA IMPLANTAÇÃO DOS SERVIÇOS DE COLETA DE LIXO PARA A R.VIELA DOIS, BAIRRO CHÁCARA SONHO AZUL, AR-CAMPO LIMPO.;;COLETA DE LIXO;DOIS, VL. (CHACARA SONHO AZUL);;CHACARA SONHO AZUL;ARMELINDO PASSONI;PARTIDO DOS TRABALHADORES;None;None
79;IND;;1594;1991;SRA. PREFEITA ARRUAMENTO E CASCALHAMENTO DA VIELA DOIS, R.TRES E R.CINCO, BAIRRO SONHO AZUL, AR-CAMPO LIMPO.;;CASCALHAMENTO;TRES, R. (CHACARA SONHO AZUL)DOIS, VL. (CHACARA SONHO AZUL)CINCO, R. (CHACARA SONHO AZUL);;CHACARA SONHO AZUL;ARMELINDO PASSONI;PARTIDO DOS TRABALHADORES;None;None
80;IND;;1595;1991;SRA. PREFEITA CONSTRUÇÃO DE UMA E.M.E.I. (ESCOLA MUNICIPAL DE EDUCAÇÃO INFANTIL), P/ATENDER OS BAIRROS DE JD.STA.JOSEFINA,JD. VERGUEIRO,JD.S.FRANCISCO DE ASSIS,PIRAPORINHA E ADJACÊNCIAS.;;ESCOLA MUNICIPAL DE EDUCACAO INFANTIL/PIRAPORINHASECRETARIA MUNICIPAL DE EDUCACAO - SME;;;JARDIM SANTA JOSEFINA;ARMELINDO PASSONI;PARTIDO DOS TRABALHADORES;;
81;IND;;1596;1991;SRA. PREFEITA PAVIMENTAÇÃO DA R.JOAQUIM CONSTANTINO E AV.MARGI NAL,BAIRRO JD.STA.JOSEFINA, AR-CAMPO LIMPO.;;PAVIMENTACAO;MARGINAL, AV. (JARDIM SANTA JOSEFINA)JOAQUIM CONSTANTINO, R.;AR-CL;JARDIM SANTA JOSEFINA;ARMELINDO PASSONI;PARTIDO DOS TRABALHADORES;None;None
82;IND;;1597;1991;SRA. PREFEITA CORTE DO MATO EXISTENTE NA VIELA ENTRE A AV.MARGI NAL E A R.JOÃO MANUEL DA SILVA, BAIRRO JD.STA.JOSEFINA, AR-CAMPO LIMPO.;;CAPINA;JOAO MANUEL DA SILVA, R.MARGINAL, AV. (JARDIM SANTA JOSEFINA);AR-CL;JARDIM SANTA JOSEFINA;ARMELINDO PASSONI;PARTIDO DOS TRABALHADORES;None;None
83;IND;;1598;1991;SRA. PREFEITA ASFALTAMENTO DAS RUAS SERAFIM DE ALENCASTRE, R. CINCO, APOLOGOS ORIENTAIS, MOACIR D'AVILA DA POMPÉIA E DELFIM MAIA, BAIRRO JD.MARCIANO, AR-CAMPO LIMPO.;;PAVIMENTACAO;DELFIM MAIA, R.APOLOGOS ORIENTAIS, AV.SERAFIM DE ALENCASTRE, R.;;JARDIM MARCIANO;ARMELINDO PASSONI;PARTIDO DOS TRABALHADORES;None;None
84;IND;;1599;1991;SRA. PREFEITA PAVIMENTAÇÃO ASFÁLTICA DA TRAV.STA.CRUZ DO RIO PARDO, BAIRRO AMERICANÓPOLIS, AR-SANTO AMARO.;;PAVIMENTACAOAMERICANOPOLIS;SANTA CRUZ DO RIO PARDO, TR.;;;ARMELINDO PASSONI;PARTIDO DOS TRABALHADORES;-23.68051;-46.64394
85;IND;;1600;1991;SRA. PREFEITA PAVIMENTAÇÃO DA TRAV.DOIS CÓRREGOS, BAIRRO AMERICANÓPOLIS, AR-SANTO AMARO.;;AMERICANOPOLISPAVIMENTACAO;DOIS CORREGOS, TR.;;;ARMELINDO PASSONI;PARTIDO DOS TRABALHADORES;-22.36986;-48.39144
86;IND;;1601;1991;SRA. PREFEITA TAPAR BURACOS EXISTENTES AO LONGO DA AV. AÇOÇÊ, MOEMA.;;OPERACAO TAPA BURACOMOEMA;ACOCE, AV.;;;ALEXANDRE FREUA NETO;PARTIDO PROGRESSISTA BRASILEIRO;-23.60371;-46.65621
87;IND;;1602;1991;SRA. PREFEITA PASSAR MÁQUINA FREZADORA NO LEITO CARROÇÁVEL DA R.MAESTRO CARDIM, TRECHO COMPREENDIDO ENTRE OS NS. 90 E 234 (CONFLUÊNCIA C/ A R.PEDROSO).;;NIVELAMENTO DE RUA;CARDIM, MTO., R.;;;ALEXANDRE FREUA NETO;PARTIDO PROGRESSISTA BRASILEIRO;-23.56004;-46.63982
88;IND;;1603;1991;SRA. PREFEITA MELHORAMENTOS DA R. JECA TATÚ, BAIRRO CAMARGO NOVO, ITAIM PAULISTA.-;;MELHORAMENTO URBANOITAIM PAULISTA;JECA TATU, R.;AR-MP;JARDIM CAMARGO NOVO;EDER JOFRE;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA;-23.50418;-46.38837
89;IND;;1604;1991;SRA.PREFEITA REDUTORES DE VELOCIDADE NA AV.ITABERABA, DO N.3300 A 3600, JD.MARACANÃ, AR-FO.;;REDUTOR DE VELOCIDADE;ITABERABA, AV.;;JARDIM MARACANA;EDER JOFRE;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA;-23.4787;-46.68271
90;IND;;1605;1991;SRA. PREFEITA LIMPEZA E DESOBSTRUÇÃO NO CÓRREGO TREMEMBÉ, NO TRECHO QUE CORRE PARALELO À AV.DIRETRIZ,PASSANDO POR BAIXO DA R.PAULO LINCONLN - JD. GUAPIRA, JAÇANÃ E COLOCAÇÃO DE GUARD-RAILL ENTRE A MARGEM E O LEITO CARROÇÁVEL.;;CORREGO TREMEMBE/GUARD RAILLIMPEZA DE CORREGO;DIRETRIZ, AV.;;JARDIM GUAPIRA;JOSE VIVIANI FERRAZ;PARTIDO LIBERAL;-23.74436;-46.6985699
91;IND;;1606;1991;SRA. PREFEITA PLACAS INDICATIVAS C/NOME DE RUAE CADLOG À R.MORRO ALTO, VILA SANTA MARIA, AR-FO.;;PLACA DENOMINATIVA;MORRO ALTO, R.;AR-FO;VILA SANTA MARIA;WALTER ABRAHAO;PARTIDO PROGRESSISTA REFORMADOR;-23.48515;-46.67333
92;IND;;1607;1991;SRA. PREFEITA FISCALIZAÇÃO E POLICIAMENTO NA AV.ENEAS CARVALHO DE AGUIAR (ZONA AZUL),;;POLICIAMENTO/ZONA AZULFISCALIZACAO;ENEAS CARVALHO DE AGUIAR, DR., AV.;;;WALTER ABRAHAO;PARTIDO PROGRESSISTA REFORMADOR;-23.55636;-46.67021
93;IND;;1608;1991;SRA. PREFEITA INSTALAÇÃO DE SEMÁFORO NA CONFLUÊNCIA DA R.DO IMPERADOR C/A R.DESEMBARGADOR URBANO MARCONDES, EM VL.GUILHERME, AR-MG.;;SEMAFORO;IMPERADOR, R. DOURBANO MARCONDES, DES., R.;;VILA GUILHERME;BRUNO FEDER NETO;PARTIDO PROGRESSISTA BRASILEIRO;-23.50362;-46.60564
94;IND;;1609;1991;SRA. PREFEITA PAVIMENTAÇÃO DA R.BENJAMIN DE BARROS, AR/IQ.;;PAVIMENTACAO;BENJAMIM DE BARROS, R.;AR-IQ;;BRUNO FEDER NETO;PARTIDO PROGRESSISTA BRASILEIRO;-23.5402999;-46.41726
95;IND;;1610;1991;SRA. PREFEITA PAVIMENTAÇÃO DA R.BERNARDO AROUCA AR/IQ.;;PAVIMENTACAO;BERNARDO AROUCA, R.;AR-IQ;;BRUNO FEDER NETO;PARTIDO PROGRESSISTA BRASILEIRO;-23.52441;-46.42106
96;IND;;1611;1991;SRA. PREFEITA PAVIMENTAÇÃO DA R.CARLO MANELLI-AR/IQ.;;PAVIMENTACAO;CARLO MANNELLI, R.;AR-IQ;;BRUNO FEDER NETO;PARTIDO PROGRESSISTA BRASILEIRO;-23.43699;-46.57226
97;IND;;1612;1991;SRA. PREFEITA PAVIMENTAÇÃO DA R.CARLOS CALIXTO-AR/IQ:;;PAVIMENTACAO;CARLOS CALIXTO, R.;AR-IQ;;BRUNO FEDER NETO;PARTIDO PROGRESSISTA BRASILEIRO;-23.53241;-46.42504
98;IND;;1613;1991;SRA. PREFEITA PAVIMENTAÇÃO DA R.CLÁUDIO COSTA - AR/IQ.;;PAVIMENTACAO;CLAUDIO DA COSTA, AV.;AR-IQ;;BRUNO FEDER NETO;PARTIDO PROGRESSISTA BRASILEIRO;-23.53699;-46.41828
99;IND;;1614;1991;SRA. PREFEITA IMPLANTAÇÃO DE MÃO-ÚNICA DE DIREÇÃO NA R.ALCI BORGES DOS SANTOS AR-ST.;;MAO UNICA;ALCI BORGES DOS SANTOS, R.;AR-ST;;BRUNO FEDER NETO;PARTIDO PROGRESSISTA BRASILEIRO;-23.46183;-46.58363
100;IND;;1615;1991;"SRA. PREFEITA CONSTRUÇÃO DE PASSEIO PÚBLICO E COLOCAÇÃO DE CERCA, NO CAMPO DE FUTEBOL, EXISTENTE EM ÁREA MUNICIPAL, PRÓXIMA À EMPG ""OTÁVIO PEREIRA LOPES"", AR-ST.";;CALCADA/CAMPO DE FUTEBOLCERCA;EMPG OTAVIO PEREIRA LOPES;AR-ST;;BRUNO FEDER NETO;PARTIDO PROGRESSISTA BRASILEIRO;-23.50995;-46.67007
101;IND;;1616;1991;SRA. PREFEITA PAVIMENTAÇÃO DA R.CLEMENTE DOS CAMPONESES, AR/IQ.;;PAVIMENTACAO;CLEMENTE DOS CAMPONESES, R.;AR-IQ;;BRUNO FEDER NETO;PARTIDO PROGRESSISTA BRASILEIRO;None;None
102;IND;;1617;1991;SRA. PREFEITA PAVIMENTAÇÃO DA R.CRISPIM GONÇALVES, AR/IQ.;;PAVIMENTACAO;CRISPIM GONCALVES, R.;AR-IQ;;BRUNO FEDER NETO;PARTIDO PROGRESSISTA BRASILEIRO;-23.53204;-46.42009
103;IND;;1618;1991;SRA. PREFEITA PAVIMENTAÇÃO DA R.DOMINGOS DIÓRIO AR/IQ:;;PAVIMENTACAO;DOMINGOS DIORIO, R.;AR-IQ;;BRUNO FEDER NETO;PARTIDO PROGRESSISTA BRASILEIRO;-23.53913;-46.41586
104;IND;;1619;1991;SRA. PREFEITA PAVIMENTAÇÃO DA R.EMÍLIO LAMARCA. AR/IQ.;;PAVIMENTACAO;EMILIO LAMARCA, R.;AR-IQ;;BRUNO FEDER NETO;PARTIDO PROGRESSISTA BRASILEIRO;-23.5346;-46.42487
105;IND;;1620;1991;"SRA. PREFEITA CONSTRUÇÃO DE LOMBADAS E IMPLANTAÇÃO DE SINALIZA ÇÃO HORIZONTAL E VERTICAL NA R.ANGELO ALUÍSIO, PRÓXIMO À EMPG ""OTÁVEIO PEREIRA LOPES"", AR-ST.";;LOMBADASINALIZACAO DE TRANSITO;EMPG OTAVIO PEREIRA LOPESANGELO ALOISIO, R.;AR-ST;;BRUNO FEDER NETO;PARTIDO PROGRESSISTA BRASILEIRO;-23.50995;-46.67007
106;IND;;1621;1991;SRA. PREFEITA PAVIMENTAÇÃO DA R.FAVELA BRANCA-AR/IQ.;;PAVIMENTACAO;FAVELA BRANCA, R.;AR-IQ;;BRUNO FEDER NETO;PARTIDO PROGRESSISTA BRASILEIRO;-23.4882199;-46.4177
107;IND;;1622;1991;SRA. PREFEITA PAVIMENTAÇÃO DA R.ILHA GUALIBE-AR/IQ.;;PAVIMENTACAO;ILHA GUAHIBE, R.;AR-IQ;;BRUNO FEDER NETO;PARTIDO PROGRESSISTA BRASILEIRO;-23.6075;-46.59282
108;IND;;1623;1991;SRA. PREFEITA PAVIMENTAÇÃO DA R.IOLANDA DIÓRIO FRANÇA AR/IQ.;;PAVIMENTACAO;IOLANDA DIORIO FRANCA, R.;AR-IQ;;BRUNO FEDER NETO;PARTIDO PROGRESSISTA BRASILEIRO;-23.53931;-46.4164699
109;IND;;1624;1991;SRA. PREFEITA PAVIMENTAÇÃO DA R.JOÃO DO SACRAMENTO AR/IQ:;;PAVIMENTACAO;JOAO DO SACRAMENTO, R.;AR-IQ;;BRUNO FEDER NETO;PARTIDO PROGRESSISTA BRASILEIRO;-23.53114;-46.41991
110;IND;;1625;1991;SRA. PREFEITA PAVIMENTAÇÃO DA R.JORGE DE MENDONÇA - AR/IQ.;;PAVIMENTACAO;JORGE DE MENDONCA, R.;AR-IQ;;BRUNO FEDER NETO;PARTIDO PROGRESSISTA BRASILEIRO;-23.53158;-46.4198499
111;IND;;1626;1991;SRA. PREFEITA PAVIMENTAÇÃO DA R.JOSÉ FLORÊNCIO GOMES AR/IQ.;;PAVIMENTACAO;JOSE FLORENCIO GOMES, R.;AR-IQ;;BRUNO FEDER NETO;PARTIDO PROGRESSISTA BRASILEIRO;-23.52452;-46.42054
112;IND;;1627;1991;SRA. PREFEITA PAVIMENTAÇÃO DA R.JURANDIR PAIS LEME, AR/IQ:;;PAVIMENTACAO;JURANDIR PAIS LEME, R.;AR-IQ;;BRUNO FEDER NETO;PARTIDO PROGRESSISTA BRASILEIRO;-23.5243;-46.41921
113;IND;;1628;1991;SRA. PREFEITA PAVIMENTAÇÃO DA R.LUÍS CARLOS PEIXOTO AR/IQ.;;PAVIMENTACAO;LUIS CARLOS PEIXOTO, R.;AR-IQ;;BRUNO FEDER NETO;PARTIDO PROGRESSISTA BRASILEIRO;-23.5269;-46.42092
114;IND;;1629;1991;SRA. PREFEITA PAVIMENTAÇÃO DA R.MARIA VICENTE DIORIO AR/IQ.;;PAVIMENTACAO;MARIA VICENTE DIORIO, R.;AR-IQ;;BRUNO FEDER NETO;PARTIDO PROGRESSISTA BRASILEIRO;-23.53978;-46.4165
115;IND;;1630;1991;SRA. PREFEITA PAVIMENTAÇÃO DA R.MIGUEL MARTINS LISBOA, AR/IQ:;;PAVIMENTACAO;MIGUEL MARTINS LISBOA, R.;AR-IQ;;BRUNO FEDER NETO;PARTIDO PROGRESSISTA BRASILEIRO;-23.53678;-46.42064
116;IND;;1631;1991;SRA. PREFEITA PAVIMENTAÇÃO DA R.MIGUEL SOARES DE LEÃO, AR/IQ.;;PAVIMENTACAO;MIGUEL SOARES DE LEAO, R.;AR-IQ;;BRUNO FEDER NETO;PARTIDO PROGRESSISTA BRASILEIRO;-23.5308;-46.42096
117;IND;;1632;1991;SRA.PREFEITA: SOLICITA A PAVIMENTAÇÃO DA RUA PAULO FABRIZI, NA AR IQ;;LAJEADOPAVIMENTACAO;PAOLO FABRIZI, R.;AR-IQ;;BRUNO FEDER NETO;PARTIDO PROGRESSISTA BRASILEIRO;-23.52253;-46.42437
118;IND;;1633;1991;SRA. PREFEITA PAVIMENTAÇÃO DA R. ANTONIO JÚLIO DOS SANTOS,FAVELA DEUS AMOR E VIELA DA R. HEITOR ALVES AMORIM, JD. COLOMBO AR-BU,;;PAVIMENTACAO;ANTONIO JULIO DOS SANTOS, R.HEITOR ALVES DE AMORIM, R.;;JARDIM COLOMBO;EDSON FALANGA;PARTIDO LIBERAL;-23.6088999;-46.72423
119;IND;;1634;1991;SRA. PREFEITA RECAPEAMENTO ASFÁLTICO À R.ISABEL VELHO, FREGUESIA DO Ó, AR-FO.;;FREGUESIA DO OPAVIMENTACAO;ISABEL VELHO, R.;;;EDSON FALANGA;PARTIDO LIBERAL;-23.49422;-46.69618
120;IND;;1635;1991;"SRA. PREFEITA ILUMINAÇÃO PÚBLICA: 1) VIELA ESCADÃO DA R.MANOEL NASCIMENTO PINTO; 2)VIELA ESCADÃO DA R.MORRO DAS MANGABEIRAS,3) VIELA DA R. BARRA DO SIRINHAÉM; 4) VIELA DA R.TRAJANO DE CARVALHO 5) VIELAS DA R.ITAMBÉ DO MATO DENTRO, JD.GUARANI, AR/FO.";;ILUMINACAO PUBLICAVIELA;MANUEL NASCIMENTO PINTO, R.MORRO DAS MANGUEIRAS, R.;;JARDIM GUARANI;EDSON FALANGA;PARTIDO LIBERAL;-23.46069;-46.69114
121;IND;;1636;1991;SRA. PREFEITA COLOCAÇÃO DE SEMÁFOROS PARA PEDESTRES À AV. SÃO MIGUEL, ALTURA DO N.3200, NO TRECHO ENTRE AS RUAS CARVALHOPOLIS E O SUPERMERCADO DO PEPE.;;SEMAFORO PARA PEDESTRE;SAO MIGUEL, AV.;;;WALTER ABRAHAO;PARTIDO PROGRESSISTA REFORMADOR;-23.49797;-46.46197
122;IND;;1637;1991;SRA. PREFEITA CONCESSÃO DE ISENÇÃO DO PAGAMENTO DE IPTU ÀS ENTI DADES SEM FINS LUCRATIVOS, DURANTE O PERÍODO DE CONSTRUÇÃO DE O BRA APROVADA PELA PREFEITURA.-;;CONSTRUCAO/ISENCAO TRIBUTARIA/IPTUASSOCIACAO SEM FINS LUCRATIVOS;;;;WALTER ABRAHAO;PARTIDO PROGRESSISTA REFORMADOR;;
123;IND;;1638;1991;SRA. PREFEITA CONSTRUÇÃO DE PRONTO SOCORRO PARA ATENDIMENTO EX CLUSIVO DE SERVIDORES MUNICIPAIS, JUNTO AO HSPM, NA ÁREA ANEXAQUE ESTÁ SENDO DESAPROPRIADA.;;PRONTO SOCORRO/SERVIDOR MUNICIPALHOSPITAL DO SERVIDOR PUBLICO MUNICIPAL - HSPM;;;;WALTER ABRAHAO;PARTIDO PROGRESSISTA REFORMADOR;;
124;IND;;1639;1991;SECRETARIA DOS NEGÓCIOS DA SEGURANÇA PÚBLICA - IMPLANTAÇÃO DE UM POSTO POLICIAL NA VILA IARA - PIRITUBA.;;PIRITUBA/POSTO POLICIALSECRETARIA DE ESTADO DA SEGURANCA PUBLICA;;;VILA IARA;ANTONIO JOSE DA SILVA FILHO;PART.DO MOVIMENTO DEMOCRATICO BRASILEIRO;;
125;IND;;1640;1991;SRA. PREFEITA ASFALTAMENTO À R. TANAZEIRO, BAIRRO ERMELINO MATARAZZO.;;PAVIMENTACAOERMELINO MATARAZZO;TANAZEIRO, R.;;;EDSON FALANGA;PARTIDO LIBERAL;-23.49182;-46.47048
126;IND;;1641;1991;SRA. PREFEITA ASFALTAMENTO À R.GRAVAÇU, BAIRRO GUAIANAZES.;;GUAIANASESPAVIMENTACAO;GRAVACU, R.;;;EDSON FALANGA;PARTIDO LIBERAL;-23.55481;-46.40258
127;IND;;1642;1991;SRA. PREFEITA ASFALTAMENTO À R.JERÔNIMO CABRAL, VILA BUENO AIRES.;;PAVIMENTACAO;JERONIMO CABRAL, R.;;VILA BUENOS AIRES (AR-PE);EDSON FALANGA;PARTIDO LIBERAL;-23.50819;-46.5149199
128;IND;;1643;1991;SRA. PREFEITA PAVIMENTAÇÃO DA R.LOUIS CARRAND, NO JD.MACEDÔNIA, AR-CL.;;PAVIMENTACAO;LOUIS CARRAND, R.;;JARDIM MACEDONIA;AURELINO SOARES DE ANDRADE;PARTIDO DA FRENTE LIBERAL;-23.65062;-46.79065
129;IND;;1644;1991;SRA. PREFEITA INSTALAÇÃO DE UM SACOLÃO NO BAIRRO PARQUE FERNAN_ DA, AO LADO DA E.M.E.I. DANTE MOREIRA LEITE.;;SACOLAO;EMEI DANTE MOREIRA LEITE;;PARQUE FERNANDA;ARMELINDO PASSONI;PARTIDO DOS TRABALHADORES;-23.55302;-46.45364
130;IND;;1645;1991;SRA. PREFEITA PAVIMENTAÇÃO DAS RUAS ALBERTO PAULINO, MOACIR TAVARES DE PAIVA, JOSÉ MEIRA, EMÍLIO BESSA E UM TRECHO DA AV. DR. SALVADOR ROCCO, BAIRRO PARQUE FERNANDA, AR-CAMPO LIMPO.;;PAVIMENTACAO;JOSE MEIRA, R.ALBERTO PAULINO, R.MOACIR TAVARES DE PAIVA, R.;;PARQUE FERNANDA;ARMELINDO PASSONI;PARTIDO DOS TRABALHADORES;-23.6694299;-46.79472
131;IND;;1646;1991;SRA. PREFEITA CONSTRUÇÃO DE UMA CRECHE PARA O BAIRRO JD. HERCULANO.;;CRECHE;;;JARDIM HERCULANO;ARMELINDO PASSONI;PARTIDO DOS TRABALHADORES;;
132;IND;;1647;1991;SRA. PREFEITA PAVIMENTAÇÃO DA R.JOSÉ MAURO MENDONÇA, BAIRRO JD. STA. LUCIA DO GUACURI, AR-SANTO AMARO.;;PAVIMENTACAO;JOSE MAURO MENDONCA, R.;;JARDIM SANTA LUCIA DO GUA;ARMELINDO PASSONI;PARTIDO DOS TRABALHADORES;-23.69759;-46.63665
133;IND;;1648;1991;SRA. PREFEITA LIMPEZA DOS BUEIROS DAS RUAS TABAPUÃ (FINAL), JA CURICI, BRIGADEIRO HAROLDO VELLOSO, E AV. CIDADE JARDIM, BAIRRO CHÁCARA ITAIM, AR-PINHEIROS.;;LIMPEZA DE BUEIRO;JACURICI, R.HAROLDO VELOSO, BRIG., R.TABAPUA, R.;;CHACARA ITAIM;ARMELINDO PASSONI;PARTIDO DOS TRABALHADORES;-23.58622;-46.68701
134;IND;;1649;1991;SRA. PREFEITA MUDANÇA DE MÃO DO TRÁFEGO NA R.HUMBERTO DE MIRANDA, BAIRRO JD. CRISTÁLIA.;;MUDANCA DE MAO;HUMBERTO MIRANDA, R.;;JARDIM CRISTALIA;ARMELINDO PASSONI;PARTIDO DOS TRABALHADORES;-23.64796;-46.73258
135;IND;;1650;1991;SRA. PREFEITA CONSTRUÇÃO DE GALERIAS DE ÁGUAS PLUVIAIS PARA AS RUAS TABAPUÃ (FINAL), JACURICI, BRIGADEIRO HAROLDO VELLOSO E AV. CIDADE JARDIM, BAIRRO CHÁCARA ITAIM, AR-PINHEIROS.;;GALERIA DE AGUAS PLUVIAIS;JACURICI, R.CIDADE JARDIM, AV.TABAPUA, R.;;CHACARA ITAIM;ARMELINDO PASSONI;PARTIDO DOS TRABALHADORES;-23.58507;-46.68678
136;IND;;1651;1991;"SRA. PREFEITA CANALIZAÇÃO DO ""CÓRREGO DO CURTUME"", BAIRRO JD. CRISTÁLIA, AR-CAMPO LIMPO.";;CANALIZACAO DE CORREGOCORREGO DO CURTUME;;;JARDIM CRISTALIA;ARMELINDO PASSONI;PARTIDO DOS TRABALHADORES;;
137;IND;;1652;1991;SRA. PREFEITA PAVIMENTAÇÃO DAS DUAS VIELAS QUE CRUZAM A AV.ALE XANDRINA MALISANO DE LIMA, BAIRRO JD. HERCULANO, ARCAMPO LIMPO.;;VIELAPAVIMENTACAO;ALEXANDRINA MALISANO DE LIMA, AV.;;JARDIM HERCULANO;ARMELINDO PASSONI;PARTIDO DOS TRABALHADORES;-23.69238;-46.75777
138;IND;;1653;1991;SRA. PREFEITA CONSTRUÇÃO DE UM ESCADÃO E A DEVIDA ILUMINAÇÃO,NA VIELA S/DENOMINAÇÃO LOCALIZADA NA R.HÉLCIO DA SILVA AO LADO DO N. 358, QUE LIGA A MESMA À R. LUÍS FACCINI NA V.TEREZINHA.;;ESCADARIA/VIELAILUMINACAO PUBLICA;HELCIO DA SILVA, R.;;VILA TERESINHA;JOSE VIVIANI FERRAZ;PARTIDO LIBERAL;-23.45616;-46.6980999
139;IND;;1654;1991;SRA. PREFEITA POLICIAL MILITAR PARA PROTEÇÃO NA TRAVESSIA DE PEDESTRES EM CARÁTER PERMANENTE À R.CARDOSO DE ALMEIDA, PRÓXIMO À R.JOÃO RAMALHO, EM FRENTE AO COLÉGIO NOVA PERDIZES, AR-LAPA.;;TRAVESSIA DE PEDESTRE/PERDIZES/PEDESTREPOLICIAMENTO;CARDOSO DE ALMEIDA, R.;;;WALTER ABRAHAO;PARTIDO PROGRESSISTA REFORMADOR;-23.53583;-46.66675
140;IND;;1655;1991;"SRA. PREFEITA ELABORAÇÃO DO""CÓDIGO DE ÁREAS VERDES"", UNIFICANDO TODA A LEGISLAÇÃO PERTINENTE COM NOVAS SOLUÇÕES ADEQUADAS NO QUE SE REFERE À ECOLOGIA E USO DO SOLO.";;ECOLOGIA/USO DO SOLOCODIGO DE AREAS VERDES;;;;EDSON FALANGA;PARTIDO LIBERAL;;
141;IND;;1656;1991;SRA. PREFEITA PAVIMENTAÇÃO R.EUGENIO DARODES E R.DOS LIRIOS, ITAIM PAULISTA, AR/MP.;;ITAIM PAULISTAPAVIMENTACAO;EUGENIO DARODES, R.LIRIOS, R. DOS (AR-MP);AR-MP;;JOSE GUILHERME GIANETTI;PART.DO MOVIMENTO DEMOCRATICO BRASILEIRO;-23.50769;-46.38182
