;Sigla da Matéria Legislativa;Ano da propositura;Número da propositura;Ano da propositura.1;Ementa (texto em linha única);Ind. Destinatário;Ind. Motivo;Ind. Endereco;Ind. Adm.Regional;Ind. Bairro;Nome;Partido (último)
3058;IND;;1860;1992;SRA. PREFEITA -CONSTRUÇÃO DE AREA DE LAZER ENTRE AS RUAS LOPES DE MEDEIROS E GERÔNIMO DE ABREU DO VALE - JD. N.SRA. DO CARMO ITAQUERA;;;;;;GILSON ALMEIDA BARRETO;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA
3059;IND;;1861;1992;SRA. PREFEITA COLOCAÇÃO DE NUMERAÇÃO DOS IMÓVEIS, NA RUA GERÔNI MO DE ABREU DO VALE, JD. N.SRA. DO CARMO ITAQUERA;;;;;;GILSON ALMEIDA BARRETO;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA
3060;IND;;1862;1992;SRA. PREFEITA ILUMINAÇÃO NO JD. LIMOEIRO II, SÃO MATEUS;;;;;;GILSON ALMEIDA BARRETO;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA
3061;IND;;1863;1992;SRA. PREFEITA REGULARIZAÇÃO DE LOTEAMENTO NO JD. LIMOEIRO II, SÃO MATEUS;;;;;;GILSON ALMEIDA BARRETO;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA
3062;IND;;1864;1992;SRA. PREFEITA CONSTRUÇÃO DE CENTRO DESPORTIVO - POSTO DE SAÚDE E ESCOLA MUNICIPAL DE EDUCAÇÃO INFANTIL,BAIRRO 3A. DIVISÃOSÃO MATEUS;;;;;;GILSON ALMEIDA BARRETO;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA
3063;IND;;1865;1992;SRA. PREFEITA REGULARIZAÇÃO DE LOTEAMENTO NO JD. DA CONQUISTA SÃO MATEUS;;;;;;GILSON ALMEIDA BARRETO;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA
3064;IND;;1866;1992;SRA. PREFEITA CONSTRUÇÃO DE CRECHE E ESCOLA MUNICIPAL NO JD.DA CONQUISTA SÃO MATEUS;;;;;;GILSON ALMEIDA BARRETO;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA
3065;IND;;1867;1992;SRA. PREFEITA PAVIMENTAÇÃO DA RUA CAPITÃO MOR LÁZARO DA COSTA, JD.STO. ANDRÉ,SÃO MATEUS;;;;;;GILSON ALMEIDA BARRETO;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA
3066;IND;;1868;1992;SRA. PREFEITA PAVIMENTAÇÃO DA RUAS CHICO MENDES, UNIÃO E 58,JD. DA CONQUISTA SÃO MATEUS;;;;;;GILSON ALMEIDA BARRETO;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA
3067;IND;;1869;1992;SRA. PREFEITA CANALIZAÇÃO DA FAIXA SANITÁRIA ENTRE AS RUAS MA NOEL VELHO MOREIRA E FRANCISCO SANTA MARIA, JD. COLONIALSÃO MATEUS;;;;;;GILSON ALMEIDA BARRETO;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA
3073;IND;;6;1993;AO SR. PREFEITO ASSUNTO: AUMENTAR O MURO DO CEMITÉRIO S. PAULO NA ESQUINA DA AV. SUMARÉ COM A RUA CARDEAL ARCO VERDE, LOCAL: AV. SUMARÉ ESQUINA COM RUA CARDEAL ARCO VERDE, BAIRRO: PINHEIROS AR/ PINHEIROS - ITAIM BIBI.;;CEMITERIO SAO PAULOMURO;;AR-PI;;NELLO RODOLPHO GIONGO FILHO;PART.DO MOVIMENTO DEMOCRATICO BRASILEIRO
3080;IND;;13;1993;SR. PREFEITO PAVIMENTAÇÃO NA RUA JOSHEY LEÃO SITUADA NO SÍTIO DA FIGUEIRA;;;;;;ARCHIBALDO FENICIO ZANCRA;PARTIDO LIBERAL
3081;IND;;14;1993;SR. PREFEITO INSTALAÇÃO DE ILUMINAÇÃO PÚBLICA NA RUA JOSHEY LEÃO, SÍTIO DA FIGUEIRA;;;;;;ARCHIBALDO FENICIO ZANCRA;PARTIDO LIBERAL
3242;IND;;175;1993;AO SR. PREFEITO ASSUNTO: INSTALADA UMA LANCHONETE NO VELÓRIO DA VILA FORMOSA.;;CEMITERIO DE VILA FORMOSA/VELORIO DE VILA FORMOSALANCHONETE;;;;ANTONIO DE PAIVA MONTEIRO Fo.;PARTIDO DA REPÚBLICA
3248;IND;;181;1993;AO SR. PREFEITO ASSUNTO: CONSTRUÇÃO DE PASSARELA PARA TRAVESSA DE PEDESTRE EM FRENTE AO SPORTCLUBE CORINTHIANS PAULISTA.;;PASSARELA/SPORT CLUB CORINTHIANS PAULISTAPEDESTRE;;;;ANTONIO DE PAIVA MONTEIRO Fo.;PARTIDO DA REPÚBLICA
3254;IND;;187;1993;AO SR. PREFEITO ASSUNTO: ELABORAÇÃO DE PL. POSSIBILITANDO AOS INATIVOS E PENSIONISTAS DO MUNICIPIO O PEDIDO DE REVISÃO DE SEUS PROVENTOS E PENSÕES.;;PENSIONISTA/PROJETO DE LEI/PROVENTOSPENSOES/SERVIDOR APOSENTADO;;;;WADIH JORGE MUTRAN;PARTIDO DEMOCRATICO TRABALHISTA
3256;IND;;189;1993;AO SR. PREFEITO ASSUNTO: PROVIDÊNCIAS NO SENTIDO DE COIBIR OS ABUSOS, QUE VÊM GENERALIZANDO, DA DISTRIBUIÇÃO DOS CHAMADOS VOLANTES IMPRESSOS NAS VIAS PÚBLICAS DE NOSSA CAPITAL, EM OSTENSIVA VIOLAÇÃO DA LEGISLAÇÃO EM VIGOR.;;COMERCIO DE IMOVEL/LIMPEZA PUBLICA/MULTAIMPRESSO PUBLICITARIO/PROPAGANDA;;;;MURILLO ANTUNES ALVES;PART.DO MOVIMENTO DEMOCRATICO BRASILEIRO
3278;IND;;211;1993;AO SR. PREFEITO ASSUNTO: CONSTRUÇÃO DE QUARTEIS DE CORPO DE BOMBEIROS, NOS BAIRROS DE CAMPO LIMPO PAULISTA E DE PERUS.;;CAMPO LIMPO/PERUS (DISTRITO)/QUARTELCORPO DE BOMBEIROS;;;;JOSE VIVIANI FERRAZ;PARTIDO LIBERAL
3287;IND;;220;1993;SR. PREFEITO INSTALAÇÃO DE ÔNIBUS ESTAÇÃO BARRA FUNDA DO ME TRÔ/CASA VERDE, BAIRRO BARRA FUNDA E CASA VERDE, AR/FÓ;;BARRA FUNDA/ESTACAO DE METRO BARRA FUNDACASA VERDE/ITINERARIO DE ONIBUS/LINHA DE ONIBUS;;;;WALTER ABRAHAO;PARTIDO PROGRESSISTA REFORMADOR
3326;IND;;259;1993;AO SR. PREFEITO ASSUNTO: MANTER UMA OU MAIS CADEIRAS DE RODAS, NOS CEMITÉRIOS MUNICIPAIS, PARAUSO DE PESSOAS COM DIFICULDADES DE LOCOMOÇÃO NO ACOMPANHAMENTO DE ENTERROS OU VISITAS ÀS SEPULTURA.;;CADEIRA DE RODAS/DEFICIENTE FISICOCEMITERIO;;;;NELLO RODOLPHO GIONGO FILHO;PART.DO MOVIMENTO DEMOCRATICO BRASILEIRO
3333;IND;;266;1993;AO SR. PREFEITO MUNICIPAL, SE DIGNE ADOTAR AS PROVIDÊNCIAS NECES SÁRIAS, NO SENTIDO DE QUE O MOTORISTAS DE TÁXIS SEJAM AUTORIZADOS A APANHAR PASSAGEIROS NAS FAIXAS PRIVATIVAS OU CORREDORES DE ÔNIBUS.;;CORREDOR DE ONIBUS/TAXISTATAXI;;;;VICENTE BENEDITO VISCOME;PARTIDO PROGRESSISTA BRASILEIRO
3347;IND;;280;1993;SR. PREFEITO INSTALAÇÃO DE PONTOS DE LUZ EM TODAS AS PARADAS DE ÔNIBUS DO MUNICÍPIO DE SÃO PAULO;;ILUMINACAO PUBLICA/SEGURANCA PUBLICAPONTO DE ONIBUS;;;;ZULAIE COBRA RIBEIRO;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA
3437;IND;;370;1993;AO SR. PREFEITO ASSUNTO: DETERMINAR ESTUDOS VISANDO A DESAPRO PRIAÇÃO DE TERRENOS, OU USO DE TERRENOS OCIOSOS, PARA A INSTALAÇÃO DAS FEIRAS-LIVRES.;;DESAPROPRIACAO/TERRENO BALDIOFEIRA LIVRE;;;;OSVALDO GIANNOTTI;PARTIDO PROGRESSISTA BRASILEIRO
3471;IND;;404;1993;AO SR. ÇPREFEITO ASSUNTO:COLOCAÇÃO DE BANCOS NOS PONTOS DE ÔNIBUS NAS MARGINAIS PINHEIROS E TIETÊ.;;ASSENTO/MARGINAL DO RIO TIETE/PONTO DE ONIBUSMARGINAL DO RIO PINHEIROS;;;;NELLO RODOLPHO GIONGO FILHO;PART.DO MOVIMENTO DEMOCRATICO BRASILEIRO
3472;IND;;405;1993;AO SR. PREFEITO ASSUNTO: ILUMINAÇÃO NOS PONTOS DE ÔNIBUS EXISTENTES NAS MARGINAIS PINHEIROS E TIETÊ, LOCAL: MARGINAIS PINHEIRO S E TIETÊ.;;ILUMINACAO PUBLICA/MARGINAL DO RIO TIETEMARGINAL DO RIO PINHEIROS/PONTO DE ONIBUS;;;;NELLO RODOLPHO GIONGO FILHO;PART.DO MOVIMENTO DEMOCRATICO BRASILEIRO
3526;IND;;459;1993;SR. PREFEITO LIMPEZA DO TERRENO, CORTAR O MATO, ILUMINAR AS ÁR VORES E CONSERVAR A CASA DO BANDEIRANTE, MARGINAL PINHEIROS, BU TANTÃ, AR/BUTANTÃ;;BUTANTA/CASA DO BANDEIRANTE/LIMPEZA DE TERRENOCAPINA/MARGINAL DO RIO PINHEIROS;;;;NELLO RODOLPHO GIONGO FILHO;PART.DO MOVIMENTO DEMOCRATICO BRASILEIRO
3552;IND;;485;1993;SR. PREFEITO ENVIAR A CÂMARA MUNICIPAL, PROJETO DE LEI QUE DIS PONHA SOBRE A CRIAÇÃO DE CARGOS DE ECONOMISTA NO QUADRO GERAL DE PESSOAL DA PREFEITURA DO MUNICÍPIO DE SÃO PAULO;;CARGOS E FUNCOES/QUADRO GERAL DE PESSOALECONOMISTA;;;;ODILON GUEDES PINTO JUNIOR;PARTIDO DOS TRABALHADORES
3562;IND;;495;1993;AO SR. PREFEITO ASSUNTO: SOLICITANDO MEDIDAS PARA QUE A ENTRADA NOS ÔNIBUS DO SERVIÇO MUNICIPAL DE TRANSPORTES COLETIVOS VOLTE A SER FEITA PELA PORTA TRASEIRA, E O DESNÍVEL A VENCER EM CADA DEGRAU NÃO SEJA SUPERIOR A TRINTA E CINCO CENTÍMETROS.;;DEGRAU DE ONIBUS/ONIBUS/TRANSPORTE COLETIVO URBANOEMBARQUE E DESEMBARQUE DE PASSAGEIROS;;;;ANTONIO DE PAIVA MONTEIRO Fo.;PARTIDO DA REPÚBLICA
3638;IND;;571;1993;SR. PREFEITO ILUMINAÇÃO NOS CEMITÉRIOS MUNICIPAIS;;CEMITERIO MUNICIPAL/SEGURANCA PUBLICAILUMINACAO PUBLICA;;;;WADIH JORGE MUTRAN;PARTIDO DEMOCRATICO TRABALHISTA
3651;IND;;584;1993;"AO SR. PREFEITO ASSUNTO: ESTÁDIO PAULO MACHADO DE CARVALHO-PACAEMBÚ: ABUSO NOS PREÇOS COBRADOS PELOS COMERCIANTES; FALTA DE HIGIENE POR PARTE DOS VENDEDORES, PROIBIÇÃO DE VENDA DE BEBIDAS EM COPOS NOS BALÇÕES.";;COMERCIO DE ALIMENTO/HIGIENE PUBLICA/PRECOESTADIO MUNICIPAL DO PACAEMBU;;;;WALTER ABRAHAO;PARTIDO PROGRESSISTA REFORMADOR
3654;IND;;587;1993;AO SR. PREFEITO ASSUNTO: CONCESSÃO DE ISENÇÃO DO PAGAMENTO DO IMPOSTO TERRITORIAL URBANO ÀS ENTIDADES SEM FINS LUCRATIVOS, DU RANTE O PERÍODO DE CONSTRUÇÃO DE OBRA APROVADA PELA PREFEITURA.;;ASSOCIACAO SEM FINS LUCRATIVOS/ISENCAO TRIBUTARIAIPTU/SEDE;;;;WALTER ABRAHAO;PARTIDO PROGRESSISTA REFORMADOR
3680;IND;;613;1993;AO SR. PREFEITO ASSUNTO:POLICIAMENTO NOS CEMITÉRIOS MUNICIPAIS, EM VIRTUDE DAS VIOLAÇÕES DOS TÚMULOS.;;CEMITERIO/POLICIAMENTOGUARDA CIVIL METROPOLITANA - GCM;;;;NELLO RODOLPHO GIONGO FILHO;PART.DO MOVIMENTO DEMOCRATICO BRASILEIRO
3689;IND;;622;1993;AO SR. PREFEITO ASSUNTO: CESSÃO DE ÁREA PARA A CONSTRUÇÃO DE DUAS QUADRAS DE FUTEBOL E CONSTRUÇÃO DA SEDE DA FEDERAÇÃO PAULIS TA DE FUTEBOL SOCIETY, LOCAL:RUA PEDRO DE TOLEDO, AO LADO DA PISTA DE BICICROSS.;;CENTRO OLIMPICO DE TREINAM. E PESQ. MAR. ARI PIRESCESSAO DE AREA/QUADRA DE ESPORTES/SEDE;;;;WALTER ABRAHAO;PARTIDO PROGRESSISTA REFORMADOR
3745;IND;;678;1993;SR. PREFEITO ESTUDOS COM O OBJETIVO DE QUE OSETOR DE APROVAÇÃO DE PLANTAS DA SEHAB, E DEMAIS EXPEDIENTES, SEJAM DESCENTRALIZADOS COM A INSTALAÇÃO DE DEPARTAMENTOS NAS ZONAS LESTE,OESTE,NORTE E SUL, DA CAPITAL, ATRAVÉS DE REGIONAIS EXISTENTES;;ATIVACAO DE ORGAO PUBLICOPOSTO DE APOIO AO TRANSITO;;;;EMILIO MENEGHINI;PARTIDO PROGRESSISTA BRASILEIRO
3776;IND;;709;1993;AO SR. PREFEITO ASSUNTO: ATIVAÇÃO DPS PÁTEOS DE APOIO AO TRÂN SITO: 09 DE JULHO, GLICÉRIO, VILA MARIA, ANHANGUERA E BANDEIRAN TES, VISTO QUE AS MESMAS ENCONTRAM-SE DESATIVADAS DESDE 1991, POR FALTA DE SEGURANÇA FÍSICA.;;ATIVACAO DE ORGAO PUBLICOPOSTO DE APOIO AO TRANSITO;;;;PAULO ROBERTO FARIA LIMA;PART.DO MOVIMENTO DEMOCRATICO BRASILEIRO
3804;IND;;737;1993;SR. PREFEITO DESTINAR A RECEITA DA ZONA AZUL A SANTA CASA DE MISERICORDIA;;ARRECADACAO/RECEITA PUBLICA/ZONA AZULASSISTENCIA MEDICA/SANTA CASA DE MISERICORDIA;;;;PAULO SEITI KOBAYASHI;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA
3884;IND;;817;1993;À DOUTA MESA ASSUNTO:ESTUDOS VISANDO À EXTENSÃO DA FAIXA ETÁRIA PARA ATÉ 24 MESES NO ATENDIMENTO DA CRECHE DA CÂMARA,QUE SEJA VE RIFICADA A POSSIBILIDADE DE A CÂMARA FIRMAR CONVÊNIO COM CRECHES PROXIMAS AO PALÁCIO ANCHIETA.;;BERCARIO/CONVENIO/CRECHE/FILHO DE SERVIDOR DA CMSPCMSP;;;;ANNA MARIA MARTINS SOARES;PARTIDO COMUNISTA DO BRASIL
3885;IND;;818;1993;À DOUTA MESA ASSUNTO: SUBSTITUIÇÃO DA CAMPANHIA DO ELEVADOR PRIVATIVO POR OUTRA COM SONORIDADE MAIS SUAVE, PARA QUE AS FUN ÇÕES AUDITIVAS DAS ASCENSORISTAS NÃO FIQUEM PREJUDICADAS.;;ASCENSORISTA/ELEVADOR PRIVATIVO (CMSP)CMSP/POLUICAO SONORA;;;;ANNA MARIA MARTINS SOARES;PARTIDO COMUNISTA DO BRASIL
3886;IND;;819;1993;À DOUTA MESA ASSUNTO: ESTUDOS VISANDO À AMPLIAÇÃO DA ÁREA EXTERNA DA CRECHE DA CÂMARA PARA O BANHO DE SOL DOS FILHOS DOS SERVIDORES.;;BERCARIO/FILHO DE SERVIDOR DA CMSPCMSP;;;;ANNA MARIA MARTINS SOARES;PARTIDO COMUNISTA DO BRASIL
3894;IND;;827;1993;SR. PREFEITO POLICIAMENTO EFEITOVO NOS VIADUTOS E PASSARELAS DO CENTRODA CIDADE DE SÃO PAULO, POR ELEMENTOS DA GUARDA CIVIL METROPOLITANA;;GUARDA CIVIL METROPOLITANA - GCM/POLICIAMENTOPASSARELA/VIADUTO/ZONA CENTRAL;;;;EDIVALDO ALVES ESTIMA;PARTIDO POPULAR SOCIALISTA
3895;IND;;828;1993;"SR. PREFEITO REGULARIZAR, NORMALIZAR E CREDENCIAR A CIRCULAÇÃO DE ÔNIBUS CHAMADAS CLANDESTINOS, NA CIDADE DE SÃO PAULO; PROCEDER VEÍCULOS QUE NÃO APRESENTAM CONDIÇÕES DE SEGURANÇA, AOS USUÁRIOS; ESTABELECER ITINERÁRIO E HORÁRIOS PARA A CIRCULAÇÃO DOS ONIBUS";;FISCALIZACAO DE ONIBUS/ITINERARIO DE ONIBUSHORARIO DE ONIBUS/ONIBUS IRREGULAR/REGULARIZACAO;;;;EDIVALDO ALVES ESTIMA;PARTIDO POPULAR SOCIALISTA
3914;IND;;847;1993;AO SR. PREFEITO ASSUNTO: CONSTRUÇÃO E INSTALAÇÃO DE VELÓRIO MU NICIPAL, LOCAL: UM DOS BAIRROS DA ZONA NORTE DA CAPITAL,PREFERENCIALMENTE NO JAÇANA.;;JACANA/ZONA NORTEVELORIO MUNICIPAL;;;;ANTONIO DE PAIVA MONTEIRO Fo.;PARTIDO DA REPÚBLICA
3915;IND;;848;1993;AO SR. PREFEITO ASSUNTO: CONSTRUÇÃO DE UMA CRECHE, PARA À AS SOCIAÇÃO DOS MORADORES DE VILA NOSSA SENHORA APARECIDA, EM ERMELINO MATARAZZO.;;ASSOCIACAO DOS MORADORES DE VILA N. S. APARECIDACRECHE/ERMELINO MATARAZZO;;AR-MP;;MANOEL DE OLIVEIRA SALA;PARTIDO PROGRESSISTA BRASILEIRO
3916;IND;;849;1993;AO SR. PREFEITO ASSUNTO: CONSTRUÇÃO DE UM CENTRO DE CONVIVÊNCIA PARA À ASSOCIAÇÃO DOS MORADORES DE VILA NOSSA SRA.APARECIDA,ERMELINO MATARAZZO.;;ASSOCIACAO DOS MORADORES DE VILA N. S. APARECIDACENTRO DE CONVIVENCIA/ERMELINO MATARAZZO;;AR-MP;;MANOEL DE OLIVEIRA SALA;PARTIDO PROGRESSISTA BRASILEIRO
3917;IND;;850;1993;AO SR. PREFEITO ASSUNTO: MELHORAR O ATENDIMENTO MÉDICO, AO HOS PITAL MUNICIPAL DE ERMELINO MATARAZZO.;;ASSISTENCIA MEDICA/HM ALIPIO CORREA NETOERMELINO MATARAZZO;;AR-MP;;MANOEL DE OLIVEIRA SALA;PARTIDO PROGRESSISTA BRASILEIRO
3919;IND;;852;1993;AO SR. PREFEITO ASSUNTO: IMPLANTAÇÃO DE UM SACOLÃO ASSOCIAÇÃO DOS MORADORES DE VILA NOSSA SRA. APARECIDA, ERMELINO MATARAZZO.;;ASSOCIACAO DOS MORADORES DE VILA N. S. APARECIDAERMELINO MATARAZZO/SACOLAO;;AR-MP;;MANOEL DE OLIVEIRA SALA;PARTIDO PROGRESSISTA BRASILEIRO
3920;IND;;853;1993;AO SR. PREFEITO ASSUNTO: CONSTRUÇÃO DE UM CENTRO DE JUVENTUDE PARA À ASSOCIAÇÃO DOS MORADORES DE VILA NOSSA SRA. APARECIDA.;;ASSOCIACAO DOS MORADORES DE VILA N. S. APARECIDACENTRO DA JUVENTUDE/ERMELINO MATARAZZO;;AR-MP;;MANOEL DE OLIVEIRA SALA;PARTIDO PROGRESSISTA BRASILEIRO
4016;IND;;949;1993;SR. PREFEITO REGULAMENTAÇÃO DA LEI 11.250 DE 01/10/92 NO MENOR PRAZO POSSÍVEL;;DEFICIENTE FISICO/LEI 11.250/92/PESSOA DEFICIENTEISENCAO DE TARIFAS/REGULAMENTACAO;;;;WADIH JORGE MUTRAN;PARTIDO DEMOCRATICO TRABALHISTA
4068;IND;;1001;1993;SR. PREFEITO CONCESSÃO DE REDUÇÃO DE 50% DA TARIFA NOS VEÍCULOS DO SISTEMA MUNICIPAL DE TRANSPORTES COLETIVOS URBANOS;;ATLETA AMADOR/ONIBUS ESPECIAL/REDUCAO DE TARIFASONIBUS;;;;JOSE COSME LOPES LIMA;PARTIDO PROGRESSISTA BRASILEIRO
4158;IND;;1091;1993;AO SR. PREFEITO ASSUNTO: INSTALAÇÃO DE LOINHA DE ÔNIBUS, LOCAL: ESTAÇÃO CASA VERDE DO METRÔ, BAIRRO: BARRA FUNDA.;;CASA VERDE/LINHA DE ONIBUSESTACAO DE METRO BARRA FUNDA;;;;NELLO RODOLPHO GIONGO FILHO;PART.DO MOVIMENTO DEMOCRATICO BRASILEIRO
4162;IND;;1095;1993;AO SR. PREFEITO ASSUNTO: COLOCAÇÃO DE UM POSRO DE SAÚDE MÓVEL EM ERMELINO MATARAZZO.;;ERMELINO MATARAZZOPOSTO DE SAUDE VOLANTE;;AR-MP;;MANOEL DE OLIVEIRA SALA;PARTIDO PROGRESSISTA BRASILEIRO
4349;IND;;1282;1993;AO SR. PREFEITO ASSUNTO: ESTUDOS REFERENTE A UNIFORMIZAÇÃO DA DATA DE PAGAMENTO DO IPTU COM O VENCIMENTO NO FINAL DE CADA MÊS.;;DATA DE VENCIMENTO DE IMPOSTO/IPTUPAGAMENTO DE IMPOSTO;;;;PAULO SEITI KOBAYASHI;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA
4351;IND;;1284;1993;AO SR. PREFEITO ASSUNTO: SEJA CONCEDIDA ISENÇÃO DE IMPOSTOS E TAXAS MUNICIPAIS,QUE INCINDEM SOBRE AS SOCIEDADES AMIGOS DE BAIRROS.;;TRIBUTOS MUNICIPAIS/ISENCAO TRIBUTARIASOCIEDADE AMIGOS DE BAIRRO;;;;EDIVALDO ALVES ESTIMA;PARTIDO POPULAR SOCIALISTA
4355;IND;;1288;1993;AO EXECUTIVO MUNICIPAL ASSUNTO: SERVIÇO DE TERRAPLENAGEM PEDI DO PELO MOVIMENTO COMUNIDADE UNIÃO E LUTA DA CASA VERDE.;;MOVIMENTO COMUNIDADE UNIAO E LUTA DA CASA VERDECASA VERDE ALTA/TERRAPLENAGEM;;AR-FO;;EDER JOFRE;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA
4357;IND;;1290;1993;AO SR. PREFEITO ASSUNTO: CRIAÇÃO DO CARGO DE VICE-DIRETOR, NA REDE DE ENSINO MUNICIPAL.;;CARGOS E FUNCOES/ENSINO MUNICIPALVICE DIRETOR;;;;EDIVALDO ALVES ESTIMA;PARTIDO POPULAR SOCIALISTA
4419;IND;;1352;1993;SR. PREFEITO CANALIZAÇÃO NO CÓRREGO DAS LARANJEIRAS EM PERUS, AR/PR;;CORREGO DAS LARANJEIRAS/PERUS (DISTRITO)CANALIZACAO DE CORREGO;;AR-PR;;JOSE COSME LOPES LIMA;PARTIDO PROGRESSISTA BRASILEIRO
4524;IND;;1457;1993;"SR. PREFEITO / ESTUDOS VISANDO A POSSIBILIDADE DE SEREM EMITIDAS ""CARTEIRAS DE IDENTIFICACAO DO SERVIDOR APOSENTADO""";;CARTEIRA DE IDENTIFICACAO DO SERVIDOR APOSENTADOSERVIDOR APOSENTADO;;;;ANNA MARIA MARTINS SOARES;PARTIDO COMUNISTA DO BRASIL
4542;IND;;1475;1993;SR. PREFEITO CANALIZAÇÃO DO CORREGO PONTE RAZA, BAIRRO PONTE RA ZA;;CANALIZACAO DE CORREGO/CORREGO PONTE RASAPONTE RASA;;AR-PE;;MANOEL DE OLIVEIRA SALA;PARTIDO PROGRESSISTA BRASILEIRO
4711;IND;;1644;1993;SR. PREFEITO LEITURA SILENCIOSA OBRIGATÓRIA PELO ESPAÇO APROXI MADO DE 10 (DEZ) MINUTOS E POSTERIORMENTE SERÁ DEBATIDO EM CLASSE O TEMA SUJEITO À LEITURA;;ESCOLA MUNICIPAL/LEITURAENSINO MUNICIPAL;;;;EDIVALDO ALVES ESTIMA;PARTIDO POPULAR SOCIALISTA
4716;IND;;1649;1993;SR. PREFEITO INCENTIVAR E AUXILIAR FINANCEIRAMENTE INSTITUIÇÕES PRIVADAS QUE ABRIGUEM MENORES CARENTES;;AUXILIO FINANCEIRO/ISENCAO TRIBUTARIAMENOR/INSTITUICAO ASSISTENCIAL/CASA DE GAROTOS;;;;MANOEL DE OLIVEIRA SALA;PARTIDO PROGRESSISTA BRASILEIRO
4719;IND;;1652;1993;SR. PREFEITO ESTUDO SOBRE A POSSIBILIDADE DO PAGAMENTO DO ADICI ONAL DE DISTÂNCIA PARA FUNCIONÁRIOS;;GRATIFICACAO DE DIFICIL ACESSOSERVIDOR MUNICIPAL;;;;JOSE VIVIANI FERRAZ;PARTIDO LIBERAL
4759;IND;;1692;1993;AO SR. PREFEITO ASSUNTO: ESTUDOS SOBRE A POSSIBILIDADE DO PAGA MENTO DA GRATIFICAÇÃO DE DIFÍCIL ACESSO, PARA FUNCIONÁRIOS DA U. B.S. VILA DIONISIA DIST. DE SAÚDE DE BRASILÂNDIA A.R.S. 7 - S.M.S.;;DISTRITO DE SAUDE (BRASILANDIA)/UBS VILA DIONISIASERVIDOR MUNICIPAL/GRATIFICACAO DE DIFICIL ACESSO;;;;JOSE VIVIANI FERRAZ;PARTIDO LIBERAL
4814;IND;;1747;1993;AO SR. PREFEITO ASSUNTO: GRATIFICAÇÃO DE DIFÍCIL ACESSO, PARA FUNCIONÁRIO DA MATERNIDADE DA VILA NOVA CACHOEIRINHA.;;SERVIDOR MUNICIPAL/GRATIFICACAO DE DIFICIL ACESSOMATERNIDADE ESCOLA DE VILA NOVA CACHOEIRINHA;;;;JOSE VIVIANI FERRAZ;PARTIDO LIBERAL
4816;IND;;1749;1993;AO EXECUTIVO MUNICIPAL ASSUNTO: CONTROLE DE QUALIDADE DA ÁGUA PARA CONSUMO HUMANO NO MUNICÍPIO DE SÃO PAULO.;;AGUA POTAVELCONTROLE DE QUALIDADE;;;;MANOEL DE OLIVEIRA SALA;PARTIDO PROGRESSISTA BRASILEIRO
4981;IND;;1914;1993;AO SR.PREFEITO INSTALAÇÃO DE POSTO DE SAÚDE - DISTRITO ARICANDU VA JD.VILA FORMOSA.;;;;;;MARIO MASANOBU NODA;PARTIDO TRABALHISTA BRASILEIRO
4989;IND;;1922;1993;AO SR.PREFEITO INSTALAÇÃO DE POSTO DE SAÚDE - DISTRITO SAÚDE MIRANDÓPOLIS..;;SAUDE (DISTRITO)/MIRANDOPOLISPOSTO DE SAUDE;;AR-VM;;MARIO MASANOBU NODA;PARTIDO TRABALHISTA BRASILEIRO
5109;IND;;2042;1993;AO SR. PREFEITO ASSUNTO:INSTALAÇÃO DE UMA CADEIRA DE BARBEIRO, COM OS MATERIAIS NECESSÁRIOS, NA AD. REGIONAL DE VILA PRUDENTE.;;CADEIRA DE BARBEIRO/SERVIDOR MUNICIPALBARBEARIA;;AR-VP;;ARCHIBALDO FENICIO ZANCRA;PARTIDO LIBERAL
5127;IND;;2060;1993;SR. PREFEITO SOLICITA CESSÃO DE UM TERRENO PARA CONSTRUÇÃO DA SEDE DA ENTIDADE AVE CRISTO NÚCLEO ESPÍRITA KARDECISTA,;;ASSOCIACAO SEM FINS LUCRATIVOS/CESSAO DE AREASEDE/AVE CRISTO NUCLEO ESPIRITA KARDECISTA;;;;ARCHIBALDO FENICIO ZANCRA;PARTIDO LIBERAL
5161;IND;;2094;1993;AO SR. PREFEITO ASSUNTO: APRESENTAÇÃO DE UM PL. QUE REGULAMENTE A APOSENTADORIA DE TELEFONISTA AOS VINTE E CINCO ANOS DE TRABALHO INDEPENDENTE DO LIMITE DE IDADE.;;TELEFONISTA/LEI 07.850/89 (FEDERAL)/APOSENTADORIAPROJETO DE LEI/DECRETO 99.351/90 (FEDERAL);;;;DARCIO BONIFACIO ARRUDA;PARTIDO PROGRESSISTA BRASILEIRO
