;Sigla da Matéria Legislativa;Ano da propositura;Número da propositura;Ano da propositura.1;Ementa (texto em linha única);Ind. Destinatário;Ind. Motivo;Ind. Endereco;Ind. Adm.Regional;Ind. Bairro;Nome;Partido (último)
1481;IND;;283;1992;À SRA. PREFEITA ASSUNTO: SUSTAR O PAGAMENTO DO IPTU NUMEROS 176.057.0006-6, 175.127.0010-4, 162.171.0026-5, 175.083.0037-7, 165.404.0193-1,175.001.0061-1, 175.127.0011-2 E 174.303.0006-4, TRABALHADORES DA CALFAT, OS QUAIS ESTÃO DESEMPREGADOS.;;CALFAT/IPTU/PAGAMENTO DE IMPOSTODESEMPREGADO/SUSPENSAO DE PAGAMENTO;;;;EUSTAQUIO VITAL NOLASCO;PARTIDO COMUNISTA DO BRASIL
1513;IND;;315;1992;EXMO.SR.SECRETÁRIO MUNICIPAL DE TRANSPORTES-SMT, PARA QUE PROVI DENCIE ESTUDOS VISANDO A IMPLANTAÇÃO DE UMA LINHA DE ÔNIBUS, COM PONTO INICIAL NO JD. PIRITUBA ATÉ O CENTRO DA CIDADE.;;LINHA DE ONIBUSSECRETARIA MUNICIPAL DE TRANSPORTES - SMT;;;JARDIM PIRITUBA;JOSE VIVIANI FERRAZ;PARTIDO LIBERAL
1514;IND;;316;1992;SRA. PREFEITA RESTAURAÇÃO DO MURO DO CENTRO EDUCACIONAL AURELIO CAMPOS, BEM COMO A AMPLIAÇÃO DA CALÇADA DESDE A VIA PÚBLICA ATÉ O MURO.;;CALCADA/MUROCEE AURELIO CAMPOS;;;;JOSE VIVIANI FERRAZ;PARTIDO LIBERAL
1534;IND;;336;1992;À SRA. PREFEITA ASSUNTO: EXECUTAR A COLETA DE LIXO EM TODAS AS RUAS DO BAIRRO CHÁCARA SANTA MARIA, AR/CL.;;COLETA DE LIXO;;AR-CL;CHACARA SANTA MARIA;JAMIL ACHOA;PART.DO MOVIMENTO DEMOCRATICO BRASILEIRO
1541;IND;;343;1992;SRA. PREFEITA OBRIGAR ACMTC E AS DEMAIS COMPANHIAS DE ÔNIBUS DE SÃO PAULO A MANTEREM UM CESTO DE LIXO E UM SACO PLÁSTICO, AM BOS COM CAPACIDADE PARA 20 LITROS, EM CADA UM DOS SEUS VEÍCULOS DE TRANSPORTES COLETIVO, PARA A COLETA DE TODO O LIXO DOS USUÁRIO;;LIXEIRA/SACO DE LIXOONIBUS;;;;JULIO CESAR CALIGIURI FILHO;PARTIDO SOCIALISTA BRASILEIRO
1551;IND;;353;1992;À SRA. PREFEITA A CONVENIÊNCIA DE SER DADO , A UMA DAS VIAS PU BLICAS DESTA CAPITAL AINDA SEM DENIMINAÇÃO, O NOME DA SRA.IRECEMA CAPELLATO ARRUDA, FALECIDA A 8 DE ABRIL DE 1988.;;DENOMINACAO DE LOGRADOUROIRACEMA CAPELLATO ARRUDA;;;;MARCOS RIBEIRO DE MENDONCA;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA
1570;IND;;372;1992;"SRA. PREFEITA ASFALTAMENTO DAS RUAS DO LOTEAMENTO ""ALTOS DE VILA PRUDENTE"".";;LOTEAMENTOPAVIMENTACAO;;;ALTOS DE VILA PRUDENTE;WALTER MEYER FELDMAN;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA
1615;IND;;417;1992;SRA. PREFEITA ESTUDOS PARA A CONSTRUCAO DE UMA CRECHE NO JD. PE RI (ALTO).;;CRECHE;;;JARDIM PERI;ANTONIO JOSE DA SILVA FILHO;PART.DO MOVIMENTO DEMOCRATICO BRASILEIRO
1617;IND;;419;1992;SRA. PREFEITA ESTUDOS PARA A CONSTRUCAO DE UMA ESCOLA DE EDUCACAO INFANTIL NO JD. PERI (ALTO).;;ESCOLA MUNICIPAL DE EDUCACAO INFANTIL;;AR-FO;JARDIM PERI;ANTONIO JOSE DA SILVA FILHO;PART.DO MOVIMENTO DEMOCRATICO BRASILEIRO
1618;IND;;420;1992;SRA. PREFEITA PARA QUE ENVIE A ESTA CASA LEGISLATIVA PROPOSITU RA ALTERANDO A LEGISLACAO REFERENTE AO IMPOSTO PREDIAL E TERRITORIAL URBANO, ISENTANDO DO PAGAMENTO E TAXAS, TODAS AS ENTIDADES ASSISTENCIAIS INSSTALADAS EM PREDIOS PROPRIOS,ALUGADOS OU CEDIDOS;;ASSOCIACAO SEM FINS LUCRATIVOS/ISENCAO TRIBUTARIAIPTU/PROJETO DE LEI/SUSPENSAO DE PAGAMENTO;;;;EUSTAQUIO VITAL NOLASCO;PARTIDO COMUNISTA DO BRASIL
1620;IND;;422;1992;SECRETARIO MUNICIPAL DE TRANSPORTES-SMT IMPLANTACAO DE UM PONTO DE LOTACAO LIGANDO A ESTACAO FERREA DE PERUS AO JD. ADELFIORE, NA VILA MALVINA.;;ESTACAO FERROVIARIA PERUS/PONTO DE LOTACAOLOTACAO (TRANSPORTE);;;JARDIM ADELFIORE;JOSE VIVIANI FERRAZ;PARTIDO LIBERAL
1658;IND;;460;1992;SABESP EXTENSAO DE REDE COLETORA DE ESGOTOS, JD. ORIENTAL.;;REDE DE ESGOTOSABESP;;;JARDIM ORIENTAL;ANTONIO CARLOS CARUSO;PART.DO MOVIMENTO DEMOCRATICO BRASILEIRO
1659;IND;;461;1992;SABESP EXTENSAO DE REDE DE AGUA, JARDIM ORIENTAL.;;REDE DE AGUASABESP;;;JARDIM ORIENTAL;ANTONIO CARLOS CARUSO;PART.DO MOVIMENTO DEMOCRATICO BRASILEIRO
1660;IND;;462;1992;SRA. PREFEITA CONSTRUCAO DE CRECHE, JD. ORIENTAL.;;CRECHE;;;JARDIM ORIENTAL;ANTONIO CARLOS CARUSO;PART.DO MOVIMENTO DEMOCRATICO BRASILEIRO
1663;IND;;465;1992;SRA. PREFEITA CONSTRUCAO DE CRECHE, JD. OLINDA.;;CRECHE;;AR-CL;JARDIM OLINDA (AR-CL);ANTONIO CARLOS CARUSO;PART.DO MOVIMENTO DEMOCRATICO BRASILEIRO
1693;IND;;495;1992;SRA. PREFEITA AMPLIAÇÃO DO CENTRO EDUCACIONAL E ESPORTIVO GERAL DO JOSÉ DE ALMEIDA, EM ÁREA DOADA À PREFEITURA DO MUNICÍPIO DE SÃO PAULO PELA FAMÍLIA ZARZUR.;;AMPLIACAO DE CENTRO EDUCACIONAL E ESPORTIVOCEE GERALDO JOSE DE ALMEIDA;;;;ALMIR GUIMARAES DE OLIVEIRA;PARTIDO DEMOCRATICO TRABALHISTA
1697;IND;;499;1992;SRA. PREFEITA CONSTRUÇÃO DE UM MINI-HOSPITAL EM PERUS, ADMINIS TRAÇÃO REGIONAL DE SAÚDE PIRITUBA-PERUS-ARS-8.;;AR PIRITUBA/JARAGUA/PERUS (DISTRITO)HOSPITAL;;AR-PR;;ALMIR GUIMARAES DE OLIVEIRA;PARTIDO DEMOCRATICO TRABALHISTA
1698;IND;;500;1992;SRA. PREFEITA CONSTRUÇÃO DE UM CENTRO EDUCACIONAL E ESPORTIVO NA ÁREA DO DISTRITO DO JARAGUÁ, COM TODOS OS EQUIPAMENTOS NECESSÁRIOS PARA A PRÁTICA SOCIAL, ESPORTIVA E RECREATIVA.;;CENTRO EDUCACIONAL E ESPORTIVO - CEE/LAZERJARAGUA (DISTRITO);;;;ALMIR GUIMARAES DE OLIVEIRA;PARTIDO DEMOCRATICO TRABALHISTA
1699;IND;;501;1992;SRA. PREFEITA CONSTRUÇÃO DE UM CENTRO EDUCACIONAL E ESPORTIVO NA ÁREA DO DISTRITO DE PERUS.;;CENTRO EDUCACIONAL E ESPORTIVO - CEEPERUS (DISTRITO);;AR-PR;;ALMIR GUIMARAES DE OLIVEIRA;PARTIDO DEMOCRATICO TRABALHISTA
1720;IND;;522;1992;À SRA. PREFEITA ASSUNTO: IMPLANTAÇÃO DE DUAS LINHAS DE ÔNIBUS NO JD. RIO PEQUENO, VILA DALVA, ADALGISA I, II, PARQUE DOS PRÍNCIPES E ADJACÊNCIAS.;;JARDIM RIO PEQUENOLINHA DE ONIBUS;;;JARDIM ADALGISA;PAULO SEITI KOBAYASHI;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA
1736;IND;;538;1992;SRA. PREFEITA REABERTURA DO TEATRO ARTHUR DE AZEVEDO, MOOCA.;;MOOCA/TEATRO ARTUR DE AZEVEDOTEATRO;;;;EDSON FALANGA;PARTIDO LIBERAL
1742;IND;;544;1992;AO EXECUTIVO MUNICIPAL ASSUNTO: ESTENDER POR DECRETO, A CONCESSÃO DO DIREITO DE AQUISIÇÃO DE USO DE PASSES ESCOLARES NO ÂMBITO DA CIDADE DE SÃO PAULO, AOS ALUNOS DE ESTABELECIMENTOS DE ENSINO OFICÍAIS OU RECONHECIDOS SEDIADOS FORA DO MUNICÍPIO.;;ESCOLA/TRANSPORTE ESCOLARPASSE ESCOLAR/TRANSPORTE INTERMUNICIPAL;;;;DEVANIR RIBEIRO;PARTIDO DOS TRABALHADORES
1756;IND;;558;1992;À SRA. PREFEITA ASSUNTO:LIMPEZA E DESASSOREAMENTO DO CÓRREGO DO FREITAS, EM TODA A SUA EXTENÇÃO, BAIRRO: CAMPO LIMPO.;;CAMPO LIMPO/CORREGO MORRO DO S/LIMPEZA DE CORREGOCORREGO DOS FREITAS;;AR-CL;;JOSE FERREIRA DO NASCIMENTO;PARTIDO PROGRESSISTA BRASILEIRO
1805;IND;;607;1992;SRA. PREFEITA MELHORIAS DEFINITIVAS NO JARDIM INGA.;;MELHORAMENTO URBANO;;;JARDIM INGA;ANTONIO JOSE DA SILVA FILHO;PART.DO MOVIMENTO DEMOCRATICO BRASILEIRO
1814;IND;;616;1992;SRA. PREFEITA ASFALTO, ESGOTO, ILUMINACAO E CANALIZACAO DO COR REGO DAS RUAS TRES, DEZ, DOZE, CARLOS MATTIS E RUA ONZE, JD.TERE ZA, AR/FO.;;CANALIZACAO DE CORREGO/PAVIMENTACAO/REDE DE ESGOTOILUMINACAO PUBLICA;;;JARDIM TERESA (AR-FO);JOSE FERREIRA DO NASCIMENTO;PARTIDO PROGRESSISTA BRASILEIRO
1817;IND;;619;1992;SR. PRESIDENTE DA CETESB AFERICAO DOS INDICES DE POLUICAO SONORA, DIANTE DA CAMARA MUNICIPAL DE SAO PAULO, POR OCASIAO DAS MANI FESTACOES PUBLICAS.;;CETESB/MOVIMENTO POPULAR/POLUICAO SONORACMSP;;;;BRUNO FEDER NETO;PARTIDO PROGRESSISTA BRASILEIRO
1842;IND;;644;1992;SRA. PREFEITA IMPLANTACAO DE UMA ESCOLA DE 1O. GRAU NO JD. DO RUSSO, EM PERUS. .;;ESCOLA MUNICIPAL DE PRIMEIRO GRAUPERUS (DISTRITO);;;JARDIM DO RUSSO;JOSE VIVIANI FERRAZ;PARTIDO LIBERAL
1857;IND;;659;1992;SRA. PREFEITA RAMPA DE ACESSO NO HOSPITAL ERMELINO MATARAZZO, DO PRONTO SOCORRO PARA O CENTRO CIRURGICO, ERMELINO MATARAZZO, AR/MP.;;ERMELINO MATARAZZO/RAMPAHM ALIPIO CORREA NETO;;AR-MP;;JOSE FERREIRA DO NASCIMENTO;PARTIDO PROGRESSISTA BRASILEIRO
1944;IND;;746;1992;SRA. PREFEITA PAVIMENTAÇÃO DA VILA PROGRESSO (200NTS), SÃO MIGUEL PAULISTA, AR/MP.;;PAVIMENTACAO;;AR-MP;VILA PROGRESSO (AR-MP);FAUSTO TOMAZ DE LIMA;PART.DO MOVIMENTO DEMOCRATICO BRASILEIRO
1948;IND;;750;1992;SRA. PREFEITA CORTE DE MATO E LIMPEZA DE RESTOS DE SEPULTURAS NO CEMITÉRIO DE VILA NOVA CACHOEIRINHA,AR/FO.;;CEMITERIO VILA NOVA CACHOEIRINHADESMATAMENTO;;AR-FO;CACHOEIRINHA (BAIRRO);WALTER ABRAHAO;PARTIDO PROGRESSISTA REFORMADOR
1958;IND;;760;1992;SRA. PREFEITA REDUÇÃO DA ALÍQUOTA DO IMPOSTO SOBRE VENDAS A VAREJO DE COMBUSTÍVEIS LÍQUIDOS E GASOSOS IVV, QUE DE CONFORMIDADE COM O ARTIGO 9O. DA LEI 10.692, DE 29/12/88, FOI FIXADA EM 3%.;;ALIQUOTA/LEI 10.692/88/REDUCAO DE IVVIVV;;;;WALTER ABRAHAO;PARTIDO PROGRESSISTA REFORMADOR
1969;IND;;771;1992;À SRA. PREFEITA ASSUNTO:DAR CUMPRIMENTO AO ART. 15 DA LEI MUNI CIPAL NO. 8.106/74, QUE PROÍBE A UTILIZAÇÃO DE ALTO-FALANTES E OUTROS APARELHOS SONOROS QUE INCOMODEM A VIZINHANÇA,ESPECIALMENTE A EMPRESAS QUE COMERCIALIZAM GÁS GPL.;;CAMINHAO DE GAS/POLUICAO SONORA/PROPAGANDA SONORALEI 08.106/74;;;ALTO FALANTE;MARIA CRISTINA TITA DIAS;PARTIDO DOS TRABALHADORES
2007;IND;;809;1992;SRA. PREFEITA CONSTRUCAO DE UMA CRECHE NO PARQUE CENTRAL, GUAIA NAZES-SP.;;CRECHEGUAIANASES;;;PARQUE CENTRAL;ALBERTINO ALVES NOBRE;PARTIDO TRABALHISTA BRASILEIRO
2018;IND;;820;1992;AO EXECUTIVO MUNICIPAL ASSUNTO: CONSTRUÇÃO E REURBANIZAÇÃO DE ÁREA DE LAZER E PRAÇA ESPORTIVA EM VILA ANASTÁCIO, AR/LA.;;AREA DE LAZER/PRACA DE ESPORTES/REURBANIZACAOPRACA;;;VILA ANASTACIO;BRUNO FEDER NETO;PARTIDO PROGRESSISTA BRASILEIRO
2021;IND;;823;1992;AO EXECUTIVO MUNICIPAL ASSUNTO: INTENSIFICAÇÃO DA ILUMINAÇÃO DA ESTAÇÃO DOMINGOS DE MORAES, BEM COMO DA PASSARELA, EXISTENTE EM VILA ANASTÁCIO, AR/LA.;;ESTACAO FERROVIARIA DOMINGOS DE MORAIS/PASSARELAILUMINACAO PUBLICA;;AR-LA;VILA ANASTACIO;BRUNO FEDER NETO;PARTIDO PROGRESSISTA BRASILEIRO
2028;IND;;830;1992;À SRA. PREFEITA ASSUNTO: ISENÇÃO DO I.S.S. ÀS EMPRESAS DE TÁXI.;;EMPRESA DE TAXI/ISS/TAXIISENCAO TRIBUTARIA;;;;WALTER ABRAHAO;PARTIDO PROGRESSISTA REFORMADOR
2042;IND;;844;1992;SRA. PREFEITA CONSTRUÇÃO E INSTALAÇÃO DE CRECHE EM ENGENHEIRO GOULART, ZONA LESTE DA CAPITAL-;;CRECHEENGENHEIRO GOULART;;;;BRUNO FEDER NETO;PARTIDO PROGRESSISTA BRASILEIRO
2045;IND;;847;1992;SRA. PREFEITA CONSTRUÇÃO DE BIBLIOTECA EM ENGENHEIRO GOULART, ZONA LESTE DA CAPITAL.;;BIBLIOTECA PUBLICAENGENHEIRO GOULART;;;;BRUNO FEDER NETO;PARTIDO PROGRESSISTA BRASILEIRO
2055;IND;;857;1992;SRA. PREFEITA IMPLANTAÇÃO DE UMA LINHA DE ÔNIBUS, LIGANDO O JD. PIRITUBA AO CENTRO DA CIDADE.;;LINHA DE ONIBUS;;;JARDIM PIRITUBA;PAULO SEITI KOBAYASHI;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA
2061;IND;;863;1992;À SRA. PREFEITA ASSUNTO: CANALIZAÇÃO DO CÓRREGO CARANDIRU, BAIRRO: VILA D. PEDRO II, AR/ST.;;CANALIZACAO DE CORREGOCORREGO CARANDIRU;;AR-ST;VILA DOM PEDRO II;ANTONIO CARLOS CARUSO;PART.DO MOVIMENTO DEMOCRATICO BRASILEIRO
2064;IND;;866;1992;À SRA. PREFEITA ASSUNTO: CANALIZAÇÃO DO CÓRREGO URUBU, BAIRRO: VILA YARA, AR/PJ.;;AR PIRITUBA/JARAGUA/CORREGO URUBUCANALIZACAO DE CORREGO;;;VILA IARA;ANTONIO CARLOS CARUSO;PART.DO MOVIMENTO DEMOCRATICO BRASILEIRO
2066;IND;;868;1992;SRA. PREFEITA SR. JOSÉ FRASCINO APRESENTA SUGESTÕES QUE DEVEM SER ANALISADAS PELOS ÓRGÃOS COMPETENTES DO MUNICÍPIO, POIS, VISAM MINORAR O PROBLEMA CAUSADO PELAS ENCHENTES.;;INUNDACAOJOSE FRASCINO;;;;WALTER ABRAHAO;PARTIDO PROGRESSISTA REFORMADOR
2083;IND;;885;1992;À SRA. PREFEITA ASSUNTO: AUMENTO DE NO. DE GUICHÊS PARAATENDI MENTO DE VENDAS DE PASSES ESCOLARES E VALES-TRANSPORTE, LOCAL: POSTO DE VENDAS E ESTAÇÕES DO METRÔ.;;ESTACAO DE METRO/PASSE ESCOLAR/POSTO DE VENDAGUICHE DE ATENDIMENTO/VALE TRANSPORTE;;;;EDSON FALANGA;PARTIDO LIBERAL
2099;IND;;901;1992;À SRA. PREFEITA ASSUNTO: NO SENTIDO DE SER PROIBIDA A CIRCULA ÇÃO DE TÁXIS DO TIPO ESPECIAL E DE LUXO NOS TERMINAIS RODOVIÁRIOS DO BELÉM, TIETÊ E JABAQUARA, POSTO QUE OS USUÁRIOS SÃO FREQUENTEMENTE LESADOS POR MOTORISTAS.;;PROIBICAO DE TRAFEGO/TAXI ESPECIAL/TAXI LUXORODOVIARIA;;;;JUCELINO SILVA NETO;PARTIDO DOS TRABALHADORES
2114;IND;;916;1992;SRA. PREFEITA MOTORISTAS DA CMTC NÃO PARAM NO PONTO JUNTO AO INSTITUTO DANTE PAZZANESE (ACESSO A AV.23 DE MAIO, SENTIDO CENTRO ) IBIRAPUERA, AR/VM.;;CMTC/MOTORISTA DE ONIBUS/ONIBUS/PARADA DE ONIBUSINSTITUTO DANTE PAZZANESE;;;;WALTER ABRAHAO;PARTIDO PROGRESSISTA REFORMADOR
2133;IND;;935;1992;SRA. PREFEITA ESTUDOS PARA ADOTAR OUTRO TRATAMENTO TRIBUTÁRIO ISS A FIM DE MELHORAR A ARRECADAÇÃO.;;ALIQUOTA/ISSEVASAO FISCAL;;;;WALTER ABRAHAO;PARTIDO PROGRESSISTA REFORMADOR
2135;IND;;937;1992;À SRA. PREFEITA ASSUNTO: EXTINGUIR A TAXA DE PREPOSTO INSTITUÍ DA PELA SECRETÁRIA MUNICIPAL DE TRANSPORTES, BEM COMO CRIAR MECANISMO QUE IMPEÇAM O REPASSE DO PAGAMENTO DO IMPOSTO SOBRE SERVIÇOS DE QUALQUER NATUREZA.;;ISS/SECRETARIA MUNICIPAL DE TRANSPORTES - SMTREPASSE DE VERBA/TAXA DE PREPOSTO;;;;IREDE APPARECIDA CARDOSO;PART.DO MOVIMENTO DEMOCRATICO BRASILEIRO
2143;IND;;945;1992;SRA. PREFEITA ESTENSÃO DE LINHA DE ÔNIBUS NO JD. PLANALTO A VILA PRUDENTE, JD. PLANALTO SAPOPEMBA.;;LINHA DE ONIBUSSAPOPEMBA;;AR-VP;JARDIM PLANALTO (AR-VP);ALBERTINO ALVES NOBRE;PARTIDO TRABALHISTA BRASILEIRO
2144;IND;;946;1992;À SRA. PREFEITA ASSUNTO: EXTENSÃO DE LINHA DE ÔNIBUS, LOCAL: JARDIM PLANALTO A SÃO CAETANO DO SUL, BAIRRO: JD. PLANALTO SAPOPEMBA.;;LINHA DE ONIBUS/SAO CAETANO DO SUL (MUNICIPIO)ONIBUS INTERMUNICIPAL/SAPOPEMBA;;;JARDIM PLANALTO (AR-VP);ALBERTINO ALVES NOBRE;PARTIDO TRABALHISTA BRASILEIRO
2148;IND;;950;1992;À SRA. PREFEITA ASSUNTO: ASFALTAMENTO DE VIAS PÚBLICAS DO JARDIM PÉROLA.;;PAVIMENTACAO;;;JARDIM PEROLA;PAULO SEITI KOBAYASHI;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA
2166;IND;;968;1992;SRA. PREFEITA IMPLANTAÇÃO DO SACOLAÇÃO EM QUALQUER LOCAL DO BAIRRO DE VILA SANTA ISABEL.;;SACOLAO;;;VILA SANTA ISABEL (AR-MO);JOSE FERREIRA DO NASCIMENTO;PARTIDO PROGRESSISTA BRASILEIRO
2181;IND;;983;1992;À SRA. PREFEITA ASSUNTO: COLOCAÇÃO DE GUIAS E SARJETAS, LOCAL: TODAS AS RUAS DO BAIRRO JARDIM DONA SINHÃ E PARQUE BANCÁRIO, BAIRRO: VILA PRUDENTE.;;GUIAS E SARJETASPARQUE BANCARIO;;AR-VP;JARDIM DONA SINHA;JOSE FERREIRA DO NASCIMENTO;PARTIDO PROGRESSISTA BRASILEIRO
2190;IND;;992;1992;SRA. PREFEITA LIMPEZA E CANALIZAÇÃO DO CÓRREGO DA ÁGUA VERMELHA NO BAIRRO JD. PANORAMA.;;CANALIZACAO DE CORREGO/LIMPEZA DE CORREGOCORREGO AGUA VERMELHA (AR-VP);;AR-VP;JARDIM PANORAMA (AR-VP);EDSON FALANGA;PARTIDO LIBERAL
2206;IND;;1008;1992;À SRA. PREFEITA ASSUNTO: EXTENSÃO DA LINHA DE ONIBUS 4716 -JD. SAÚDE METRÔ SANTA CRUZ.;;LINHA DE ONIBUS 4716;;;;WALTER ABRAHAO;PARTIDO PROGRESSISTA REFORMADOR
2208;IND;;1010;1992;À SRA. PREFEITA ASSUNTO_ CRIAÇÃO DE LINHA DE ÔNIBUS VILA BRASI LÂNDIA/METRÔ SANTANA, LOCAL:VILA BRASILÂNDIA/ESTAÇÃO METRÔ SANTANA.;;ESTACAO DE METRO SANTANALINHA DE ONIBUS;;;VILA BRASILANDIA;WALTER ABRAHAO;PARTIDO PROGRESSISTA REFORMADOR
2210;IND;;1012;1992;À SRA. PREFEITA ASSUNTO. CONSTRUÇÃO DE ESCOLA MUNICIPAL DE PRIMEIRO GRAU, LOCAL: VILA NOVA YORK, BAIRRO: VILA NOVA YORK.;;ESCOLA MUNICIPAL DE PRIMEIRO GRAU;;AR-MO;VILA NOVA YORK;JOSE GUILHERME GIANETTI;PART.DO MOVIMENTO DEMOCRATICO BRASILEIRO
2235;IND;;1037;1992;À SRA. PREFEITA ASSUNTO: COMBOIO DO TRABALHADOR, LOCAL: JARDIM ITÁPOLIS, BAIRRO: JARDIM ITÁPOLIS - AR/VILA PRUDENTE.;;COMBOIO DO TRABALHADOR;;AR-VP;JARDIM ITAPOLIS;JOSE FERREIRA DO NASCIMENTO;PARTIDO PROGRESSISTA BRASILEIRO
2237;IND;;1039;1992;À SRA. PREFEITA ASSUNTO: IMPLANTAÇÃO DO COMBOIO DO TRABALHADOR, LOCAL: PARQUE MARIA LUÍZA, BAIRRO: PARQUE MARIA LUÍZA. AR/ITAQUERA.;;COMBOIO DO TRABALHADOR;;AR-IQ;PARQUE MARIA LUISA;JOSE FERREIRA DO NASCIMENTO;PARTIDO PROGRESSISTA BRASILEIRO
2238;IND;;1040;1992;À SRA. PREFEITA ASSUNTO: IMPLANTAÇÃO DO COMBOIO DO TRABALHADOR, LOCAL: JARDIM FANGANIELI, JARDIM YOLANDA E JD. SANTO ANTONIO, BAIRRO: GUAIANAZES.;;COMBOIO DO TRABALHADORGUAIANASES;;;JARDIM FANGANIELLO;JOSE FERREIRA DO NASCIMENTO;PARTIDO PROGRESSISTA BRASILEIRO
2240;IND;;1042;1992;À SRA. PREFEITA ASSUNTO: AUMENTAR O ITINERÁRIO DA EMPRESA DE VIAÇÃO RADIAL, QUE TEM PONTO INICIAL NO JD. KEMEL EM FERRAZ DE VASCONCELOS VIA GUAINAZES, DEVERÁ PASSAR PELOS JD. FANGANIELI, YOLANDA, STO. ANTONIO, BAIRRO: GUAIANAZES.;;GUAIANASES/VIACAO RADIALITINERARIO DE ONIBUS;;AR-IQ;;JOSE FERREIRA DO NASCIMENTO;PARTIDO PROGRESSISTA BRASILEIRO
2245;IND;;1047;1992;SRA. PREFEITA INSTALAÇÃO DE UM POSTO DE VENDA DE MATERIAIS ESCO LARES EDITADOS PELO MEC E SECRETARIA DE EDUCAÇÃO, JD. ROBRU, ARMP;;MATERIAL ESCOLARPOSTO DE VENDA;;AR-MP;JARDIM ROBRU;JOSE FERREIRA DO NASCIMENTO;PARTIDO PROGRESSISTA BRASILEIRO
2246;IND;;1048;1992;SRA. PREFEITA CONSTRUÇÃO DE ILHAS EM DIVERSOS CRUZAMENTOS DE RUAS NO JD. ROBRU, AR-MP.;;CANTEIRO CENTRALSINALIZACAO DE TRANSITO;;AR-MP;JARDIM ROBRU;JOSE FERREIRA DO NASCIMENTO;PARTIDO PROGRESSISTA BRASILEIRO
2247;IND;;1049;1992;SRA. PREFEITA IMPLANTAÇÃO DO COMBOIO DO TRABALHADOR, JD. ROBRU, S.MIGUEL PAULISTA, AR/MP.;;COMBOIO DO TRABALHADORSAO MIGUEL PAULISTA;;AR-MP;JARDIM ROBRU;JOSE FERREIRA DO NASCIMENTO;PARTIDO PROGRESSISTA BRASILEIRO
2248;IND;;1050;1992;SRA. PREFEITA IMPLANTAÇÃO DE COMBOIO DO TRABALHADOR, JD. N.SRA. DO CARMO, AR/IQ.;;COMBOIO DO TRABALHADOR;;AR-IQ;JARDIM NOSSA SENHORA DO C;JOSE FERREIRA DO NASCIMENTO;PARTIDO PROGRESSISTA BRASILEIRO
2250;IND;;1052;1992;SRA. PREFEITA LIMPEZA DO MATO ALTO NOS ARREDORES DO POSTO DE SAÚDE MUNICIPALN DO JD. TIETÊ, POSTO DE SAÚDE MUNICIPAL, JD. TIETÊ, AR/VP.;;CAPINAPOSTO DE SAUDE MUNICIPAL;;AR-VP;JARDIM TIETE;JOSE FERREIRA DO NASCIMENTO;PARTIDO PROGRESSISTA BRASILEIRO
2275;IND;;1077;1992;SRA. PREFEITA PROVIDÊNCIAS PARA QUE OS CONTRIBUINTES DO IPTU IMPOSTO PREDIAL E TERRITORIAL URBANO, QUE TÊM SEUS IMÓVEIS ALUGA DOS POSSAM, ATRAVÉS DE REQUERIMENTO PROTOCOLADO NO SETOR COMPETEN TE,TER RESPECTIVA NOTIFICAÇÃO DO IMPOSTO ENTREGUE-LOCAL REQUERIDO;;ENDERECAMENTO/LOCADOR/NOTIFICACAO DE LANCAMENTOIPTU/REMESSA POSTAL;;;;MARCOS RIBEIRO DE MENDONCA;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA
2296;IND;;1098;1992;SRA. PREFEITA OFICIALIZAÇÃO DAS NUMERAÇÕES RESIDENCIAIS DE RUAS DO JD. ROBRU, AR/MP:;;NUMERACAO DE IMOVEL;;AR-MP;JARDIM ROBRU;JOSE FERREIRA DO NASCIMENTO;PARTIDO PROGRESSISTA BRASILEIRO
2298;IND;;1100;1992;À SRA. PREFEITA ASSUNTO: COMBOIO DO TRABALHADOR, LOCAL: VILA CURUÇÁ, BAIRRO: VILA CURUÇÁ, AR/MP.;;COMBOIO DO TRABALHADOR;;AR-MP;VILA CURUCA;JOSE FERREIRA DO NASCIMENTO;PARTIDO PROGRESSISTA BRASILEIRO
2302;IND;;1104;1992;À SRA. PREFEITA ASSUNTO: OFICIALIZAÇÃO DAS NUMERAÇÕES RESIDÊN CIAIS, AS RUAS ESTÃO COM OS NÚMEROS SALTEADOS, LOCAL: RUAS PAULO DE VERAS, ARANHA DE VASCONCELOS, EDUARDO SALAMONDE, JOÃO FERNANDES, LUIZ DE TOLEDO PIZA, BAIRRO: JD. NOSSA SENHORA DO CARMO.;;NUMERACAO DE IMOVEL;;AR-IQ;JARDIM NOSSA SENHORA DO C;JOSE FERREIRA DO NASCIMENTO;PARTIDO PROGRESSISTA BRASILEIRO
2310;IND;;1112;1992;À SRA. PREFEITA ASSUNTO: IMPLANTAÇÃO DO COMBOIO DO TRABALHADOR, LOCAL: JD. HAIA DO CARRÃO, BAIRRO: JARDIM HAIA DO CARRÃO, AR/MÓ.;;COMBOIO DO TRABALHADOR;;AR-MO;JARDIM HAIA DO CARRAO;JOSE FERREIRA DO NASCIMENTO;PARTIDO PROGRESSISTA BRASILEIRO
